,superkingdom,phylum,class,order,family,genus,species,tax_id,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24,barcode25,barcode26,barcode27,barcode28,barcode29,barcode30,barcode31,barcode32,barcode33,barcode34,barcode35,barcode36,barcode37,barcode38,barcode39,barcode40,barcode41,barcode42,barcode43,barcode44,barcode45,barcode46,barcode47,barcode48,barcode49,barcode50,barcode51,barcode52,barcode53,barcode54,barcode55,barcode56,barcode57,barcode58,barcode59,barcode60,barcode61,barcode62,barcode63,barcode64,barcode65,barcode66,barcode67,barcode68,barcode69,barcode70,barcode71,barcode72,barcode73,barcode74,barcode75,barcode76,barcode77,barcode78,barcode79,barcode80,barcode81,barcode82,barcode83,barcode84,barcode85,barcode86,barcode87,barcode88,barcode89,barcode90,barcode91,barcode92,barcode93,barcode95,barcode96
0,Bacteria,,Candidatus Babeliae,Candidatus Babeliales,Candidatus Babeliaceae,Candidatus Babela,Candidatus Babela massiliensis,673862,0.0011249498692876,0.0027120215337075,0.0030826136859138,,,,,,,,,0.0019789734075463,0.0016498247061249,,0.0018917214664952,0.0005801499464476,0.0016358157554885,0.001536187692732,0.0012514245172311,0.0005575254789143,0.001362255056062,,0.0007777212785734,,0.0027651018763878,,0.0032377426134016,0.0008290379160139,,0.0006916967192768,0.0007250198466984,0.0034529604969021,0.0019406040297287,0.001139579784427,0.0012434408179684,0.0013288279737098,,,,,,,,0.001040969588817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016656748613616,0.0019930244145865,,,,,,,,,,,,0.001230013191049,
1,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter ginsengisoli,462367,0.0021595651999686,0.002261368462146,,,,0.0006254209123517,,,,,,,,0.0017663318670652,0.0014980590440522,0.0017116534507179,,0.0040914301474486,0.0008456651590773,0.0006972229331913,,,,,,0.0023692651952013,,,0.0010539736771382,0.0006157791290357,,,,,0.0007791839508544,0.0005679758354697,0.0095459865552596,0.001559863924649,,,0.0040834152009104,0.0025965182594141,0.0005503530228556,0.0012209105970282,0.0011660908414019,0.0020976232733256,,0.0011606643023573,,0.0007186759692347,0.0049606909545028,,0.0025823621622177,0.0005836323166673,0.0024855702609723,0.0014430279907717,,0.0005137170308297,0.0160891438988093,,,0.0019064434282028,0.000962566571757,,0.0006341572154176,0.0006498089223208,0.0016988149862575,0.0055496767441685,0.0009263448694224,0.0008609709183555,0.0008703817731411,0.0007961615756273,0.0019007295479018,0.0026276308520751,0.003117484283238,,0.0029317678490896,,0.0059778961389599,,,,0.000802389910446,0.0057459753012638,0.0009627475931581,0.0013803849455699,0.0010976526755309,0.0017352571297072,0.0030645716402697,0.0033787758899787,0.0025571417279845,,,0.00171059138307,
2,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter ginsengiterrae,398045,0.0022085081310648,0.0073898102904377,,,,,0.0010784531464354,,,,,,,0.002336388798931,0.0101853963653994,0.0360613861661079,,0.0198988560276241,0.0023762686334439,0.0029344069509696,,0.0021254234279015,0.0009523645843241,,0.0020757628476181,0.00572936961226,,0.0005683037666969,0.0022993132991426,0.0013508542109134,0.0007619462273651,,0.0012938062593412,0.0011617760252251,0.0014626649982877,0.0007088214379625,0.0075629912645913,0.0016321293026883,0.0012673182239411,,0.0022202932068036,0.0023437600235343,0.0008517654874557,0.002636237219034,0.0041638267333706,0.0115274016995646,,0.0023205628440447,0.0032649432416548,0.0009354216123518,0.0044578615367477,,0.0100958313857695,0.0017741350441786,0.002402543440614,0.0029867711051898,,0.0004943041629196,0.0708599589095115,0.0012195743099081,0.0024783949387478,0.0057578257195034,0.0014164032584497,,0.0012515781404809,0.0030690827187008,0.0077699972060808,0.0088235205310107,0.001465897466076,0.0006397183907799,0.000879909001782,0.0012905024941708,0.003345269112322,0.0563450637589995,0.0017903266679569,0.0008473054658105,0.0117926851749155,0.0005611242866923,0.0335985774332563,,,,0.0021887733326828,0.0131079152614433,0.0016319418097996,0.0012894834812127,0.0018450880462672,0.005047341800868,0.0086369618097311,0.0077530591114379,0.0028323372083955,,,0.0022780650351516,
3,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter ginsenosidimutans,661481,0.0032066374822834,0.0037639335662553,,0.0022503016883118,0.0012689240845843,0.0009489564378468,0.0014300578730951,0.0012389849250509,,,,,0.0010311415100898,0.0067576497808671,0.0055823691910296,0.001850366150036,0.0031901607055453,0.0019134402608656,0.0032537734257647,0.002489294955787,,0.0023059714887326,0.0010566016220532,0.0028525111203667,0.0033561059247957,0.0019148524440226,,0.0013740376210578,0.0036714153521881,0.0025807380483241,0.0008504796454911,,,0.00173099562827,0.0017889217120411,0.00105946808,0.0094915386241836,0.0130425479941621,0.0025764642909412,0.0028019842878585,0.0096722622343854,0.0122200328387688,0.0004819947937754,0.0072104579866463,0.0055907156071478,0.0132125335854659,0.0019020440476609,0.005227667712402,0.0046264628313715,0.0034407351221955,0.0499517920721021,0.0023394533015648,0.0049842997072326,0.0059301001394809,0.0107122399896613,0.0050111574409106,0.0016558188975628,0.0014661324193381,0.0114482783515126,0.0036271954224564,0.0080887227942229,0.0080202478413731,0.0353765372467883,,0.0049419033026778,0.016555458894585,0.0054999722450446,0.0246195775462805,0.0053235766477306,0.0045355100738173,0.0038556151305644,0.0085083186163181,0.0058066657065154,0.0160474979818918,0.0117289035089467,0.0068788565051785,0.005064385237938,0.0021694122558819,0.0062145191660415,,,,0.0156521868012955,0.035454033307365,0.0095568258800306,0.0065891623200094,0.003064181526787,0.0072082722922281,0.0079115588275389,0.014749166686805,0.0088822801170817,,,0.0035324384948968,
4,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter tropicus,1492898,0.0025050576938478,0.0037679374456929,,0.0014674016587269,0.0018588069305483,0.0009931419061958,,0.0011694445782105,,,,,,0.0051584930854748,0.0034424634746789,0.0047064063715095,0.0024343695519368,0.0034795574172016,0.002267754833225,0.0011385692117569,0.0048387198361512,0.0012790923822305,0.0009137451343012,0.0024107385311756,0.0017488390818125,0.0037681848640702,,0.0030386830926299,0.0019998299045845,0.0027502820324751,0.0010436557030614,,,0.0025704196688103,0.0013360555819807,0.0013845097148573,0.0088609315341185,0.028366623649897,0.0014876098617907,0.0040367005712102,0.0025654428678642,0.0049737715733547,0.0004350664498338,0.0037102223677065,0.0053664144053583,0.0347892449908682,0.0014125958925603,0.0055964994300374,0.0072510391939653,0.0016201897100197,0.0095072136918685,,0.005238501478017,0.0026331413483123,0.0034383215707627,0.0016002655915472,0.0014316809076604,0.0009898657940117,0.0145089784177031,0.0017042619744607,0.0075362189775711,0.002525633092794,0.0070817763150353,,0.0024617768275484,0.0083200996711715,0.0039656935707936,0.0069746484246505,0.0025147341143461,0.000829142442112,0.0016424253792784,0.0015829715034011,0.0030208480679964,0.0269385046619815,0.0143452815907774,0.0040448930746088,0.0230202894881704,0.0484980355655611,0.0086620878676748,,,,0.0096553738032883,0.0159148268990049,0.0032060003050528,0.0019166716806718,0.0021660779676691,0.0030572137258669,0.0024145178984969,0.0058941803443372,0.0016232907462653,,,0.0017281846975146,
5,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea flava,1892851,0.0018990871460029,0.0023922956329852,,0.0005057833039254,,,,,,,,,,0.0041227981523573,,0.001738161219922,0.0012148085238416,,0.0009725806297727,,,,,0.0012611341202918,,,,,0.0014421114414333,,,,,,0.0012882767442218,0.0007254941768495,,,,,,,,,,,,,,,,,,0.0006624541379559,,,,,,,,,,,,,,0.0008856852443458,,,,,0.0011723040737391,,,,,0.0025037424646599,0.0005564521190516,,,,,,,,,0.0007265313585359,,,,,,0.0103119369912111,
6,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea gansuensis,708199,0.0018452676062385,0.0015405526093931,,,,,,,,,,,,0.0016038200642864,0.002039010882383,0.002564171372624,0.0016440552471018,0.0010391745397276,0.0016448681997682,,,,,0.0024659866806364,,0.0021552624771359,,,0.0017385264054484,,,,,,,0.0005443151044207,,,,0.0010796613473461,,,0.000811758907604,0.0030482909441713,0.0022350162888937,,,0.0006690972782431,,0.0007909101590984,0.0014570893154232,,0.000933717292095,,0.0028104729814329,0.0006424095841163,0.001442813006643,,0.0023840253389207,0.0009466260294951,,,0.0006818584861464,,0.0010151496903416,0.0005352502204923,0.0018879110100991,,0.0008167305941868,0.0009858396580805,0.0015777380616956,0.0011347781213076,,0.0015506335576338,,,,,0.0010133281629957,,,,0.0005858041645478,0.0020055026516505,,0.0017731821584201,,0.0023464005691848,,0.0024336253454692,,,,0.0019818045678171,
7,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Lacibacter,Lacibacter cauensis,510947,0.0015443651255127,0.0011032740520485,,,,,,,,,,,,,,0.0014770473744519,,,,,,,,,,,,,0.0010648208715693,,,,,,,,,0.0007003853804792,,,,,,,,,,,,,,,,,,0.0013894554170731,,,,,,0.0176354443963586,,,,,,,,0.0008073461494401,,,,,,,,,,,,,,,,,,,,,,,,,
8,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Paraflavitalea,Paraflavitalea soli,2315862,0.0023854512995516,0.0023070551778848,,0.0004856580558113,,,,,,,,0.0023362205216078,,0.0024953296633898,0.001420382080723,0.0009995216884579,,,0.0018688059479582,,,,,,,,,0.0005032663192237,0.0017748293596697,,0.0014830116784928,,0.0013383334584462,,0.0010274956210281,0.0009248094378359,,,,,,,,,,,,,,,,,,,,,,,0.000380454621147,,,,,,,,0.0008588715153912,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0039276548718519,
9,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Parasegetibacter,Parasegetibacter luojiensis,550982,0.029913631652743,0.0176461325370978,,,,,,,,,,,,0.0098622529046981,0.0071594216851203,0.0166438725140678,0.0011194033336138,0.0015399892325442,0.0026737479864118,0.0005129255533284,0.0077543805501517,0.0009232751539495,,0.0037683453002599,,0.0039681514724893,,,0.0370972665435553,,,,,,,,0.0079113897247582,,0.0140906736575645,0.0033098556049614,0.0036649353230439,0.0110479706688503,,0.0698785139597399,,0.001021418771752,,0.014573359400225,0.0415184942340021,,0.012016670245914,0.009632888331266,0.0027362308464678,,0.0243937864131955,,0.0140658176968659,0.053435701259471,0.0013889935343385,0.006513741889982,,0.0031365015809368,0.0349527144969936,,,,0.0034128136663817,0.0027372971498619,0.002449452211173,0.0178683127897213,0.0202867851507509,0.1120360471090995,0.0127337206279741,0.0041025282947967,0.0093464653079409,,0.0057865634633192,,,,,,,,0.0057255900311639,0.0078247313802536,0.0010882273522825,0.0095817673623716,,0.0101627416062128,,,,,
10,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Pseudobacter,Pseudobacter ginsenosidimutans,661488,0.0011119774982573,,,,,,,,,,,,,,0.0012063568024264,,,,,,,,,,,,,,,,,,,,0.0007473073738527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009502001355545,,,,0.0011716386150185,,,,,,,,,,,,,,,,,,,,,,,,
11,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas pekingensis,1038693,0.001075413776241,0.0024719347914384,,,,,,,,,,0.0018072063729623,,,,,,,0.0017275650570825,,,,,,,,0.0015160254424964,0.0005381992834495,0.0009253673943156,,0.0013522667842155,,0.0010836608919586,,0.0008167084669561,0.0012117783719625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010355514386212,,,,,,,,,,,,,0.0008233495234145,
12,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas soli,2024524,0.0023510978683769,0.0039387440309436,0.0057839898690024,0.0006536939641986,,,,,,,,0.0044875988702448,0.002178821120118,0.0044040234141222,0.0039811644281658,0.0041427496143349,0.0035677080811345,0.0012897455612139,0.0048001128574758,,0.0116855541821958,,0.001075299097916,0.0028158547735604,0.0015861337308848,0.0027609913502096,0.0022767590163379,0.0013626190873405,0.0029927472876356,0.0018374270334095,0.0030285220404736,0.0044310899682818,0.004371934097418,0.0041934278526211,0.0020647255408567,0.0022015788173948,,,,,,0.0006589067311999,,0.0008351819318483,0.0005493911938431,0.0008808093760202,,0.0007293845920433,,,0.0013233724011993,,,,0.0010217346057112,,,,0.0007842933564033,,,0.0018105791876571,0.0004403816837312,,,,0.003887854746657,0.0007874994946332,,,,0.0008485690285658,,0.0006178446083553,,,,,,,0.0026553385758271,0.0038614848031888,0.0004088715035049,,,,,0.0006313084088156,,,,,,0.0067951314481582,
13,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas suqianensis,2662614,0.0015764312328196,0.0035769791821644,0.0030014603416569,,,,,,,,,0.002129685807106,0.0014645407038128,0.0033071299713292,,,0.0019771045942284,,0.0018788216491707,,,,0.0005785801509794,0.0026721569619246,0.0018290684263958,,,0.0004450347942594,0.0014350377903187,0.0009472587591659,0.0010867163891141,,0.0017329062581489,0.0022387469886462,,0.0011416947290866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00125610644798,,,,,,,,,,,,,0.0018375347545759,
14,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga,Rhodocytophaga aerolata,455078,0.0079550829002091,0.0077687860156674,0.006781916516528,0.0023777698835858,0.001241893197185,0.0011377034428263,0.0008361703398435,0.0011540391369794,,,,,,0.0328216729317476,,,0.0037882048723156,0.0063989229793808,0.005233222742877,,0.0049250759721402,0.0005771006463527,,0.0068425228101923,,,,0.0010092635980247,0.0232679057782235,,0.0011042041608204,,0.0007644810349897,0.0019308125502817,0.0054072710521131,0.0009491628383765,,,,,,0.0006398897420754,0.0005508364048603,,0.0012772069967921,,,,,,,,,,0.0004046692589625,,,,,,,,,,0.000431417332826,,,,,0.0006725694477219,,,,0.0012048847705027,,,,,,,,,,,,,,,,,,,,,
15,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,Chryseolinea serpens,947013,0.003133160857291,0.0048141401126957,0.003261208423739,0.0006220913575595,0.0006163789508617,0.0007744317631922,0.0008249352308019,,,,,0.0082815306284497,0.0038097048404193,0.0045109524174178,,0.0024485754492164,0.0026758587642026,0.0014851759558688,0.0043514988377151,0.000298824717064,0.0022134866356532,,0.0004146596924165,0.0048853262535472,0.0022281046730344,,0.001906049695938,0.0018310476100616,0.0024264754451983,0.0009816074695874,0.0041711600704239,0.0023043034219011,0.0031495836317803,0.003129806123691,0.0038099039204634,0.0032674783359776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0070460656478537,0.0019564889209327,0.0020938680171412,,,,,,,,,,,,,
16,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,Chryseolinea soli,2321403,0.0073956754585025,0.0103194775328091,0.0104251555637412,0.0030069635984401,0.0018447136129827,0.0037255942329859,0.0024002932228801,0.0020572002007024,,,,0.0263376988152232,0.0145541920654535,0.0102503577348077,0.0052922637633909,0.0064579626559936,0.0074720824130516,0.0024261552838901,0.010371245403332,0.004989095188258,0.0096524071288528,0.0036840908316034,0.0023727284344641,0.0114771207149469,0.0049240455860703,0.0047740262821522,0.0076169718412753,0.0051261091026462,0.0063997452952478,0.002835120863988,0.0122549489309009,0.0065579720272006,0.00885083726987,0.0088306941096421,0.0057710153837137,0.0102087391118627,0.0021984551396868,,0.0016287665225834,,,,,,0.0012766424874193,,0.0005132850241545,,,,,,,0.002090828741361,0.0056839008183679,,,,,0.0005301117363678,,,0.0004073135409123,,,,,,,,,,,,,,,,0.0013633075690316,0.0581920029472337,0.0076212089812882,0.0042588973001356,,,0.0011717987110214,,0.000764331210191,0.0006054426104136,,,,,,0.0029848999180615,
17,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia,Ohtaekwangia koreensis,688867,0.0009467202789936,0.001207171081638,0.004038666838659,0.0005141721317561,0.0007588911921119,0.00083000869097,,,,,,0.0032061449418468,0.0018464557448718,0.0018103793627231,0.0019067985712384,0.0075700364995565,0.0011340563621032,0.0013990729157398,0.001610819492169,0.0009340644405338,0.0065769439181141,0.002787149132397,0.0004729201501575,0.0035701192015227,,0.0015215724051595,0.0017628061166586,0.0006540676138891,0.0011567219173057,,0.0010868377401712,,0.0010185342193459,0.0016841149665854,0.001234095768575,0.0012625944756673,,,,,,,,,,,,,,,,,,,0.0003638983987364,,,,,,,,,,,,,,,,,,,,,,,,,,0.0012724985392496,,,,,,,,,,,,,,
18,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia,Ohtaekwangia kribbensis,688913,0.0013809473690295,0.0019443848343881,,,,,,,,,,0.0015074001439743,,0.0014499272211057,,,0.0009452723961241,,0.001975570977755,,,,,,0.0014687184812912,,,0.0007141776566111,0.0005952672758213,,0.0008154851674595,,0.0008005097423312,0.0013998971622606,0.0013800826885182,0.0013210157223883,,,,,,,,,,,,,,,,,,,0.0012479855611948,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014780347625855,,,,,,,,,,,,,,
19,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter terrae,1892554,0.0020132998621881,,,0.0006878069057905,,,,,,,,,,0.0018005534814899,,0.0007144512111389,,,0.0010413849041669,,,,,0.0014372124216412,,,,,,,,,,,,0.0004207870442643,0.0009398435278926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0014942775279135,,,,,,,,,,,
20,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,Adhaeribacter terreus,529703,0.002318226502794,0.0009000473709163,0.001849568434032,0.0013089124466627,0.0010742663044806,0.0011050313558068,0.0016023311431704,0.0011685715572628,,,,0.0034632303366793,0.0010311404791656,0.0025145544389606,,0.0007239898038434,,0.001002679353305,0.0019736003296151,,0.0025807970800341,,,0.0032174158175882,,,,,0.0011345545944967,0.0009296670049025,0.0008588253840459,,0.0008820935019112,0.0015285599355455,,0.0012113918738841,0.0009468178581871,,,,,,0.0010525784822491,,,,0.0005335360724264,,,,,,,,,0.0014461178551896,,,,,,,0.0005232296875157,,,,,0.0009502665655806,,,,,,,,0.0007095178315542,,,,,0.0012563790017853,,0.0004276363527102,0.0023794321341314,,,,,,,,,,,
